student_id,age,gender,school_type,parent_education,study_hours,attendance_percentage,internet_access,travel_time,extra_activities,study_method,math_score,science_score,english_score,overall_score,final_grade
14362,17,male,private,graduate,1.8,87.8,yes,30-60 min,no,group study,41.3,51.2,49.3,44.4,e
14363,14,female,private,graduate,4.4,71.9,yes,>60 min,no,group study,58.5,63.5,60.0,65.1,d
14364,15,male,private,high school,4.9,96.7,yes,<15 min,yes,notes,77.4,50.8,69.2,71.4,c
14365,17,male,private,high school,7.3,61.4,no,>60 min,yes,online videos,87.5,66.0,67.6,75.7,c
14366,17,female,private,no formal,5.9,71.5,no,<15 min,no,textbook,54.6,94.8,53.4,69.4,d
14367,16,female,public,phd,7.8,51.2,yes,>60 min,no,group study,68.3,81.0,97.4,78.2,c
14368,16,male,private,diploma,6.8,69.9,yes,<15 min,no,mixed,96.2,81.6,100.0,89.6,b
14369,17,male,public,post graduate,6.2,66.8,yes,<15 min,yes,online videos,67.2,78.5,78.1,80.2,c
14370,15,female,public,post graduate,6.5,95.0,yes,30-60 min,yes,notes,78.5,76.4,90.1,81.8,c
14371,17,male,public,no formal,4.7,59.5,yes,<15 min,no,textbook,52.3,48.2,67.7,63.3,d
14372,15,male,public,diploma,6.7,75.5,yes,>60 min,yes,coaching,83.7,100.0,93.8,92.2,b
14373,14,male,public,no formal,4.1,81.2,yes,>60 min,no,mixed,62.0,46.4,51.9,61.6,d
14374,18,other,public,high school,1.9,66.7,yes,15-30 min,no,online videos,33.8,28.0,59.9,39.7,f
14375,16,other,public,no formal,4.5,51.8,yes,>60 min,no,textbook,64.6,62.8,67.3,62.3,d
14376,16,female,public,diploma,4.8,75.9,no,>60 min,yes,online videos,63.9,62.0,71.7,66.4,d
14377,15,female,private,graduate,4.1,81.4,yes,>60 min,no,textbook,58.2,70.5,74.0,67.4,d
14378,19,other,public,high school,6.9,98.6,yes,30-60 min,no,textbook,100.0,92.4,100.0,100.0,a
14379,15,male,private,high school,5.6,66.6,yes,15-30 min,yes,group study,75.1,70.6,94.7,73.0,c
14380,18,male,public,high school,1.3,60.2,yes,>60 min,no,online videos,20.8,17.5,13.8,25.6,f
14381,19,male,public,high school,0.7,79.0,no,30-60 min,no,notes,36.1,16.9,16.5,27.3,f
14382,18,male,public,diploma,1.6,91.8,yes,>60 min,yes,textbook,56.6,51.3,50.9,51.9,e
14383,15,female,public,phd,3.8,91.9,no,<15 min,yes,group study,69.1,63.9,76.2,76.6,c
14384,14,other,private,phd,3.8,76.8,yes,<15 min,no,online videos,78.2,51.1,61.0,52.6,e
14385,19,female,private,phd,1.6,50.1,yes,30-60 min,no,coaching,18.3,19.1,37.5,22.9,f
14386,18,male,public,high school,7.4,54.2,yes,15-30 min,yes,group study,86.8,92.4,76.6,90.6,b
14387,16,female,public,no formal,2.4,98.5,yes,>60 min,yes,notes,52.0,69.0,58.1,49.0,e
14388,17,male,public,post graduate,6.8,75.7,yes,<15 min,no,coaching,85.8,100.0,82.0,89.9,b
14389,17,other,private,high school,6.0,86.9,yes,30-60 min,no,online videos,79.9,85.2,93.2,78.4,c
14390,15,female,public,no formal,2.6,78.7,no,>60 min,yes,group study,64.3,62.8,65.0,58.6,d
14391,19,male,private,diploma,0.8,83.1,yes,30-60 min,no,mixed,49.9,37.7,39.3,40.9,e
14392,19,male,public,diploma,5.7,93.9,yes,30-60 min,no,notes,100.0,100.0,94.3,91.2,b
14393,19,other,private,graduate,2.2,67.2,yes,15-30 min,no,coaching,58.8,15.4,37.8,45.3,e
14394,19,other,public,high school,4.4,99.7,yes,30-60 min,no,online videos,65.3,58.8,63.1,75.7,c
14395,15,male,private,graduate,3.0,77.0,yes,30-60 min,yes,coaching,51.6,58.6,35.3,46.3,e
14396,14,female,public,graduate,6.0,62.6,yes,>60 min,yes,notes,72.8,74.7,68.7,78.5,c
14397,16,other,public,diploma,2.1,78.3,yes,<15 min,no,notes,44.7,33.0,25.8,38.2,f
14398,16,female,private,phd,4.9,53.7,yes,>60 min,yes,online videos,43.9,57.1,49.8,52.6,e
14399,14,female,private,graduate,3.0,92.1,no,<15 min,yes,group study,48.9,49.4,73.5,62.1,d
14400,15,male,private,post graduate,5.2,71.1,yes,15-30 min,yes,mixed,63.7,72.2,64.7,66.7,d
14401,18,male,public,no formal,5.1,85.8,yes,<15 min,yes,mixed,54.7,81.7,73.8,71.4,c
14402,17,male,private,post graduate,4.7,89.9,no,30-60 min,no,mixed,88.4,62.2,67.6,73.3,c
14403,14,other,public,diploma,1.2,52.9,yes,30-60 min,no,group study,29.6,28.1,38.4,36.6,f
14404,19,male,public,phd,3.3,52.0,yes,30-60 min,no,textbook,63.2,43.7,49.7,49.9,e
14405,19,female,private,diploma,0.7,83.2,yes,>60 min,yes,mixed,43.1,38.9,47.0,36.1,f
14406,19,female,private,no formal,2.1,68.4,yes,15-30 min,no,coaching,32.9,46.0,25.3,41.9,e
14407,19,male,private,phd,6.7,57.3,yes,>60 min,no,online videos,77.1,83.5,80.6,78.1,c
14408,15,other,private,diploma,4.5,62.7,yes,<15 min,yes,textbook,61.2,52.4,67.9,55.4,d
14409,16,female,public,high school,7.7,86.4,yes,>60 min,yes,coaching,100.0,81.9,100.0,97.5,a
14410,15,other,public,graduate,7.3,86.7,yes,<15 min,yes,mixed,92.0,82.2,87.3,88.0,b
14411,17,female,public,high school,5.1,95.6,yes,>60 min,yes,online videos,82.0,88.8,77.3,72.4,c
14412,15,other,private,graduate,6.5,97.4,no,30-60 min,no,coaching,89.5,69.7,94.3,81.3,c
14413,15,female,private,phd,4.7,91.7,yes,30-60 min,yes,notes,94.1,73.1,58.7,79.0,c
14414,15,other,private,phd,0.5,90.5,yes,15-30 min,no,notes,56.4,55.0,46.7,48.0,e
14415,14,other,private,post graduate,1.0,96.7,yes,>60 min,no,online videos,59.6,56.9,49.5,53.3,e
14416,14,female,public,phd,6.4,74.3,yes,15-30 min,yes,coaching,100.0,90.7,89.4,90.2,b
14417,17,other,private,high school,4.2,68.9,yes,15-30 min,no,group study,73.8,50.8,92.3,61.8,d
14418,16,female,private,diploma,5.7,57.9,yes,<15 min,yes,mixed,63.6,56.1,73.5,71.7,c
14419,17,other,public,post graduate,6.3,61.2,yes,<15 min,yes,notes,68.2,95.7,86.7,80.6,c
14420,16,other,private,high school,3.4,68.1,yes,30-60 min,no,textbook,55.8,42.9,41.6,45.6,e
14421,18,other,public,no formal,1.4,75.9,yes,>60 min,yes,mixed,41.4,42.6,50.0,41.2,e
14422,17,male,public,high school,7.8,88.0,yes,30-60 min,no,coaching,77.8,87.0,100.0,92.8,b
14423,14,male,public,diploma,3.4,79.5,no,<15 min,no,online videos,85.1,67.8,74.7,64.0,d
14424,14,male,public,phd,7.0,63.0,yes,>60 min,no,online videos,77.8,91.1,65.0,76.9,c
14425,14,female,public,post graduate,5.3,92.7,yes,30-60 min,yes,group study,80.3,69.2,97.2,80.4,c
14426,15,other,public,diploma,1.2,57.9,yes,15-30 min,no,coaching,36.3,42.1,40.4,33.9,f
14427,18,male,public,no formal,0.8,57.4,yes,15-30 min,yes,notes,30.2,11.5,18.2,24.9,f
14428,15,female,public,graduate,4.5,78.4,no,<15 min,yes,mixed,85.6,60.2,50.2,64.2,d
14429,14,other,private,graduate,7.2,52.3,yes,15-30 min,no,coaching,66.8,84.7,90.5,78.8,c
14430,17,female,private,post graduate,4.2,64.7,yes,30-60 min,yes,online videos,47.4,49.3,37.8,53.9,e
14431,16,other,public,post graduate,2.5,72.2,yes,30-60 min,no,coaching,69.9,53.0,45.8,57.9,d
14432,19,male,private,diploma,2.9,75.2,yes,<15 min,no,coaching,48.7,58.7,42.3,50.4,e
14433,15,other,private,diploma,0.5,99.1,yes,15-30 min,yes,group study,53.7,49.6,53.2,47.6,e
14434,16,female,public,phd,7.0,75.4,yes,>60 min,yes,group study,92.3,80.1,86.6,91.3,b
14435,14,other,public,high school,4.7,76.6,yes,15-30 min,yes,online videos,74.0,75.8,87.7,71.7,c
14436,15,other,private,diploma,4.5,62.7,yes,<15 min,yes,textbook,61.2,52.4,67.9,55.4,d
14437,16,other,public,high school,4.6,70.2,yes,<15 min,no,textbook,79.3,51.6,47.3,61.4,d
14438,16,male,private,no formal,7.1,98.8,yes,30-60 min,no,mixed,97.0,100.0,95.8,99.4,a
14439,19,female,public,diploma,5.9,89.1,no,30-60 min,yes,notes,89.1,81.1,92.8,88.2,b
14440,14,other,private,graduate,2.0,63.1,yes,30-60 min,yes,mixed,33.0,61.2,37.3,46.4,e
14441,17,other,public,phd,3.8,95.7,yes,15-30 min,no,notes,62.8,84.2,83.0,74.1,c
14442,19,female,public,phd,5.9,87.5,no,>60 min,yes,group study,74.9,80.7,94.4,82.4,c
14443,15,female,private,diploma,4.5,79.3,yes,30-60 min,yes,textbook,75.8,90.3,51.3,76.8,c
14444,14,other,private,high school,4.2,55.8,no,15-30 min,no,textbook,73.9,66.8,73.2,65.8,d
14445,18,male,private,post graduate,2.3,54.0,no,30-60 min,yes,notes,47.4,52.4,47.4,49.7,e
14446,16,male,public,phd,5.8,96.9,yes,30-60 min,yes,textbook,79.1,84.3,87.6,85.6,b
14447,17,other,public,graduate,3.0,55.5,yes,<15 min,yes,group study,47.9,32.7,32.3,39.2,f
14448,18,female,public,diploma,6.4,81.0,yes,>60 min,no,notes,84.8,95.3,98.3,88.7,b
14449,14,male,private,post graduate,1.1,89.6,yes,30-60 min,yes,mixed,48.0,73.4,56.6,53.3,e
14450,18,other,public,post graduate,6.2,99.7,yes,>60 min,yes,coaching,89.7,83.5,95.4,95.9,a
14451,15,female,public,high school,4.8,51.8,no,15-30 min,no,coaching,44.8,51.9,64.4,52.3,e
14452,18,other,private,diploma,3.7,65.7,yes,>60 min,yes,group study,68.5,66.0,50.4,53.3,e
14453,14,female,public,post graduate,3.4,52.1,yes,15-30 min,yes,coaching,54.8,60.2,58.2,52.4,e
14454,17,male,private,phd,2.5,53.1,yes,<15 min,yes,group study,46.3,51.4,58.3,49.5,e
14455,18,female,private,post graduate,4.1,98.6,yes,15-30 min,no,mixed,67.5,82.9,79.5,73.3,c
14456,19,female,public,diploma,7.9,86.8,yes,<15 min,yes,group study,84.6,100.0,98.0,99.2,a
14457,15,male,public,post graduate,0.5,62.2,yes,30-60 min,yes,mixed,33.1,52.1,27.4,35.4,f
14458,15,other,public,high school,4.9,63.0,yes,30-60 min,yes,online videos,42.2,76.8,61.1,65.7,d
14459,18,male,private,graduate,2.1,71.5,no,15-30 min,yes,notes,27.5,63.8,50.8,43.5,e
14460,15,female,public,phd,5.7,74.0,yes,>60 min,no,group study,74.5,64.9,54.7,66.6,d
14461,15,female,public,high school,6.0,77.3,yes,30-60 min,yes,notes,69.2,72.2,75.4,75.4,c
14462,16,male,public,diploma,3.6,89.4,yes,30-60 min,yes,coaching,42.6,67.7,51.0,59.0,d
14463,16,female,public,phd,6.8,98.2,yes,30-60 min,no,notes,69.8,79.3,92.1,95.0,a
14464,19,other,private,phd,0.9,58.3,yes,15-30 min,no,group study,34.9,22.6,23.0,24.6,f
14465,17,female,public,no formal,3.7,75.5,yes,15-30 min,no,mixed,62.2,47.9,39.9,53.3,e
14466,17,other,public,high school,4.8,97.7,yes,>60 min,no,online videos,88.5,83.3,62.9,80.4,c
14467,19,male,public,no formal,7.2,70.5,yes,15-30 min,yes,textbook,90.9,86.7,82.9,90.2,b
14468,18,other,private,post graduate,5.2,59.8,yes,<15 min,yes,textbook,42.9,89.9,63.4,75.4,c
14469,17,male,private,phd,7.3,66.5,yes,<15 min,no,online videos,76.6,100.0,84.7,78.9,c
14470,18,female,public,post graduate,1.6,55.6,yes,15-30 min,yes,online videos,18.9,27.5,20.8,27.5,f
14471,19,male,private,phd,4.4,77.3,yes,>60 min,no,notes,52.4,47.7,68.2,59.4,d
14472,18,male,public,no formal,3.3,99.9,yes,>60 min,no,notes,67.3,74.5,59.2,59.4,d
14473,19,other,private,no formal,3.1,70.8,yes,>60 min,yes,group study,44.7,31.1,55.2,48.0,e
14474,18,male,private,high school,1.4,88.5,yes,<15 min,no,online videos,42.2,49.3,45.6,47.0,e
14475,19,male,private,phd,2.8,91.3,yes,30-60 min,no,notes,53.0,64.4,47.5,55.9,d
14476,14,other,private,graduate,2.2,75.1,yes,30-60 min,no,online videos,39.7,44.4,46.6,48.2,e
14477,18,male,public,post graduate,2.1,86.8,yes,<15 min,yes,online videos,28.1,45.6,38.0,47.0,e
14478,19,other,private,post graduate,1.0,72.6,yes,30-60 min,yes,coaching,14.3,47.7,32.7,33.1,f
14479,15,other,private,high school,3.2,89.6,yes,15-30 min,yes,mixed,54.1,59.5,38.3,55.2,d
14480,17,other,public,high school,2.8,82.9,yes,>60 min,yes,mixed,65.0,62.0,63.2,55.3,d
14481,18,male,public,post graduate,7.9,94.4,yes,>60 min,yes,textbook,95.1,95.0,100.0,100.0,a
14482,19,female,private,diploma,0.7,83.2,yes,>60 min,yes,mixed,43.1,38.9,47.0,36.1,f
14483,17,female,public,diploma,5.6,88.3,yes,<15 min,yes,textbook,86.6,92.4,100.0,89.5,b
14484,15,male,private,no formal,5.2,68.4,yes,<15 min,no,mixed,86.3,73.0,76.5,78.8,c
14485,15,female,public,post graduate,6.3,67.5,yes,15-30 min,no,group study,83.8,91.4,91.5,82.9,c
14486,16,male,public,graduate,5.1,97.8,yes,15-30 min,yes,textbook,72.9,73.5,67.2,74.9,c
14487,19,female,private,high school,7.6,73.9,yes,<15 min,yes,notes,90.8,70.5,100.0,83.4,c
14488,16,other,private,post graduate,3.8,93.8,yes,>60 min,yes,online videos,60.2,78.5,80.6,77.6,c
14489,15,female,public,graduate,5.2,52.9,yes,<15 min,yes,group study,66.7,55.1,51.9,69.0,d
14490,16,female,private,diploma,1.0,57.2,yes,15-30 min,no,mixed,38.0,42.3,36.7,37.7,f
14491,15,other,public,post graduate,2.1,77.4,yes,15-30 min,yes,textbook,59.9,45.4,55.5,44.7,e
14492,19,male,public,post graduate,6.4,91.4,yes,>60 min,no,textbook,99.9,91.1,94.7,95.0,b
14493,16,male,public,diploma,6.9,73.7,yes,>60 min,yes,online videos,77.4,88.6,100.0,91.5,b
14494,14,female,private,high school,4.1,58.6,yes,15-30 min,yes,coaching,46.0,59.2,56.7,48.0,e
14495,18,male,private,diploma,4.4,62.2,no,>60 min,no,textbook,60.8,66.3,42.9,58.1,d
14496,14,female,public,post graduate,7.5,50.9,yes,<15 min,yes,mixed,68.0,60.3,71.4,78.1,c
14497,14,female,public,high school,2.5,99.2,yes,30-60 min,yes,notes,68.3,59.1,57.4,58.4,d
14498,14,other,private,no formal,5.0,81.5,yes,<15 min,yes,coaching,68.0,82.0,62.2,67.6,d
14499,17,female,private,high school,6.8,92.7,no,15-30 min,yes,coaching,73.4,92.5,90.1,83.8,c
14500,15,other,public,phd,3.5,53.7,yes,>60 min,yes,online videos,44.8,40.1,46.8,46.7,e
14501,14,male,private,high school,2.0,86.0,yes,<15 min,no,notes,28.6,27.2,35.4,41.7,e
14502,18,other,public,graduate,4.2,50.3,yes,15-30 min,yes,online videos,76.8,62.5,54.4,58.4,d
14503,14,male,public,graduate,4.4,55.9,yes,15-30 min,no,online videos,50.5,74.7,51.9,58.6,d
14504,16,female,public,high school,3.3,84.0,no,>60 min,yes,notes,60.2,73.2,75.4,60.6,d
14505,16,other,public,phd,5.1,50.3,yes,30-60 min,no,group study,71.3,50.2,63.1,59.9,d
14506,15,other,public,diploma,6.0,67.2,yes,>60 min,no,coaching,92.8,84.8,87.7,83.0,c
14507,19,female,private,high school,4.0,74.7,yes,<15 min,no,notes,51.9,43.5,40.9,52.0,e
14508,19,other,private,diploma,7.0,92.5,yes,>60 min,yes,group study,100.0,100.0,100.0,98.8,a
14509,19,female,private,post graduate,5.5,50.4,yes,>60 min,yes,online videos,63.7,81.0,69.5,73.1,c
14510,16,male,public,post graduate,2.5,76.4,yes,30-60 min,no,online videos,23.0,61.5,73.6,54.4,e
14511,14,female,private,graduate,0.5,87.8,yes,15-30 min,no,group study,29.0,48.2,16.8,37.1,f
14512,18,female,private,no formal,4.7,68.8,yes,30-60 min,yes,mixed,76.6,81.8,60.0,73.8,c
14513,16,female,private,post graduate,7.1,94.5,yes,15-30 min,no,coaching,100.0,100.0,100.0,100.0,a
14514,15,male,private,high school,1.0,97.8,yes,15-30 min,yes,mixed,65.9,32.0,41.9,39.6,f
14515,14,female,public,no formal,1.3,85.2,yes,30-60 min,yes,textbook,39.8,46.2,50.7,39.7,f
14516,14,other,public,high school,2.2,67.6,yes,15-30 min,yes,coaching,48.4,49.3,27.6,38.0,f
14517,17,male,public,no formal,5.4,66.9,yes,15-30 min,yes,mixed,65.9,42.6,62.8,64.9,d
14518,19,male,public,post graduate,0.8,85.8,yes,15-30 min,yes,online videos,45.4,26.4,25.7,39.3,f
14519,19,other,public,high school,7.9,79.9,yes,15-30 min,yes,coaching,61.9,76.4,100.0,85.4,b
14520,19,female,private,post graduate,6.1,59.5,yes,15-30 min,yes,online videos,61.2,65.1,52.2,64.4,d
14521,14,other,private,high school,5.6,83.5,yes,<15 min,yes,textbook,89.5,84.0,92.7,83.0,c
14522,14,male,public,high school,4.1,63.8,yes,15-30 min,no,online videos,66.8,76.3,68.3,56.7,d
14523,17,other,private,high school,2.7,51.8,yes,30-60 min,no,online videos,37.2,44.5,41.5,43.6,e
14524,18,male,private,diploma,5.0,71.3,yes,>60 min,yes,mixed,86.6,62.3,84.6,76.3,c
14525,15,female,public,graduate,4.1,73.3,no,30-60 min,yes,online videos,69.0,83.5,63.8,70.5,c
14526,17,other,private,high school,5.7,98.1,yes,30-60 min,yes,textbook,67.2,78.8,100.0,82.2,c
14527,16,male,public,graduate,3.4,78.3,yes,<15 min,yes,mixed,55.6,37.4,45.9,49.3,e
14528,19,other,public,post graduate,2.2,55.2,yes,>60 min,no,group study,23.7,38.5,49.4,36.2,f
14529,19,male,public,post graduate,6.5,75.8,yes,30-60 min,yes,textbook,84.0,100.0,100.0,92.0,b
14530,16,male,public,post graduate,0.6,98.4,no,30-60 min,no,textbook,47.7,68.4,50.0,53.9,e
14531,15,male,private,phd,6.0,86.9,yes,30-60 min,no,online videos,100.0,82.2,84.1,87.9,b
14532,18,male,private,graduate,5.3,65.9,yes,30-60 min,yes,textbook,71.9,83.5,58.9,75.5,c
14533,19,female,public,high school,0.7,67.5,no,15-30 min,no,group study,24.4,35.1,43.4,37.0,f
14534,18,male,private,graduate,2.1,71.5,no,15-30 min,yes,notes,27.5,63.8,50.8,43.5,e
14535,15,female,public,phd,6.9,66.0,yes,15-30 min,no,coaching,84.5,76.3,77.4,82.9,c
14536,16,female,private,no formal,3.0,65.0,yes,30-60 min,no,mixed,57.2,58.2,60.5,58.9,d
14537,19,female,private,graduate,2.9,92.9,yes,30-60 min,yes,textbook,67.4,89.2,51.5,68.1,d
14538,17,other,public,post graduate,2.4,92.3,yes,30-60 min,yes,mixed,53.0,39.4,49.0,50.4,e
14539,18,other,public,high school,4.9,85.3,yes,<15 min,no,coaching,88.1,66.1,70.3,69.3,d
14540,19,male,public,diploma,4.0,61.4,yes,30-60 min,no,online videos,78.2,51.4,59.2,65.9,d
14541,17,male,public,high school,7.8,88.0,yes,30-60 min,no,coaching,77.8,87.0,100.0,92.8,b
14542,17,female,public,post graduate,1.3,88.8,yes,30-60 min,yes,notes,33.5,55.2,27.5,38.8,f
14543,19,male,private,no formal,1.8,92.1,yes,15-30 min,yes,mixed,26.1,43.4,54.6,41.3,e
14544,17,male,private,post graduate,2.2,91.3,no,30-60 min,no,online videos,55.7,46.1,31.8,49.5,e
14545,18,female,public,diploma,3.1,59.5,yes,30-60 min,yes,mixed,34.6,43.8,41.9,46.0,e
14546,17,female,public,phd,4.6,73.5,yes,30-60 min,yes,notes,62.2,76.0,80.1,71.8,c
14547,14,female,private,phd,7.4,71.9,yes,15-30 min,no,group study,58.1,82.4,84.4,82.0,c
14548,16,male,public,graduate,7.6,99.1,yes,30-60 min,no,notes,76.7,94.5,74.3,92.8,b
14549,19,male,public,diploma,5.1,77.9,yes,30-60 min,yes,online videos,73.9,80.8,59.9,77.2,c
14550,19,male,private,post graduate,6.4,62.0,yes,30-60 min,yes,online videos,75.8,77.3,80.9,79.4,c
14551,15,male,private,no formal,5.6,51.5,yes,30-60 min,yes,mixed,85.0,80.8,60.4,75.3,c
14552,17,other,private,graduate,0.9,88.1,yes,30-60 min,yes,online videos,46.5,47.9,26.9,39.9,f
14553,15,female,public,diploma,0.9,74.3,yes,<15 min,yes,online videos,27.5,38.1,55.1,36.2,f
14554,14,male,public,phd,2.3,98.4,yes,15-30 min,no,textbook,52.7,37.8,64.1,49.5,e
14555,15,male,private,graduate,6.7,73.0,yes,15-30 min,no,notes,87.1,78.6,99.8,90.4,b
14556,19,male,private,high school,7.9,92.6,yes,30-60 min,no,group study,90.6,100.0,87.8,100.0,a
14557,16,other,private,high school,4.2,63.4,yes,<15 min,yes,textbook,52.1,58.4,52.0,49.8,e
14558,16,female,public,post graduate,6.6,67.2,yes,>60 min,no,textbook,100.0,73.7,89.9,73.2,c
14559,15,female,public,graduate,4.1,73.3,no,30-60 min,yes,online videos,69.0,83.5,63.8,70.5,c
14560,16,other,public,post graduate,3.8,76.2,yes,>60 min,yes,coaching,62.7,61.6,66.3,57.6,d
14561,17,other,public,diploma,7.4,92.1,yes,30-60 min,yes,online videos,100.0,100.0,95.4,100.0,a
14562,16,male,public,diploma,5.2,90.2,no,<15 min,no,group study,68.6,80.3,84.0,81.4,c
14563,18,female,private,no formal,7.8,72.8,yes,>60 min,yes,notes,95.7,84.1,80.2,91.2,b
14564,19,female,private,post graduate,6.2,59.5,yes,15-30 min,no,coaching,79.2,99.4,80.6,80.0,c
14565,15,female,public,diploma,6.4,55.1,yes,<15 min,yes,mixed,85.0,67.5,80.0,76.4,c
14566,15,male,public,no formal,1.9,60.6,yes,>60 min,yes,mixed,37.8,50.6,38.5,40.2,e
14567,16,female,private,high school,4.4,57.9,no,>60 min,no,notes,50.7,51.2,52.8,53.1,e
14568,15,female,public,graduate,1.4,72.6,yes,30-60 min,yes,mixed,34.9,30.6,35.6,32.2,f
14569,17,other,private,no formal,1.1,99.4,yes,15-30 min,yes,group study,49.4,53.3,55.6,53.0,e
14570,18,other,public,post graduate,4.5,93.3,yes,<15 min,no,group study,70.5,75.7,74.1,66.4,d
14571,17,other,public,graduate,7.3,74.9,yes,30-60 min,yes,textbook,95.6,100.0,96.8,97.1,a
14572,15,male,public,graduate,0.7,88.8,yes,>60 min,yes,coaching,38.9,35.9,39.5,31.6,f
14573,14,male,private,post graduate,2.7,82.8,no,<15 min,yes,coaching,48.2,70.4,41.2,46.6,e
14574,19,other,private,phd,2.6,79.0,yes,>60 min,no,textbook,52.2,40.0,47.1,50.2,e
14575,14,male,public,phd,1.1,50.4,yes,30-60 min,yes,textbook,35.6,46.6,26.9,38.0,f
14576,17,other,private,post graduate,3.0,58.2,yes,30-60 min,no,notes,43.8,50.3,32.3,38.8,f
14577,19,female,private,graduate,2.3,56.6,yes,15-30 min,no,textbook,10.7,47.5,32.1,35.5,f
14578,14,male,private,high school,2.0,86.0,yes,<15 min,no,notes,28.6,27.2,35.4,41.7,e
14579,19,male,private,post graduate,4.6,75.2,yes,30-60 min,no,group study,79.1,67.1,63.5,67.5,d
14580,19,male,private,phd,1.4,87.6,yes,>60 min,yes,notes,33.6,50.8,45.5,41.2,e
14581,19,other,private,high school,7.8,75.6,yes,>60 min,yes,coaching,86.6,87.1,78.4,84.5,c
14582,16,female,private,diploma,6.5,99.8,yes,15-30 min,yes,notes,82.5,91.1,70.1,86.7,b
14583,15,female,private,no formal,6.5,67.0,yes,15-30 min,no,notes,79.1,76.6,64.0,76.8,c
14584,17,female,private,graduate,2.8,77.4,yes,30-60 min,no,group study,31.9,55.6,47.1,47.5,e
14585,17,female,private,high school,3.8,70.0,yes,<15 min,yes,group study,51.8,52.7,49.2,62.2,d
14586,15,female,public,high school,6.0,77.3,yes,30-60 min,yes,notes,69.2,72.2,75.4,75.4,c
14587,14,male,public,graduate,4.2,73.8,yes,<15 min,yes,notes,58.9,53.8,55.8,58.9,d
14588,19,male,public,phd,1.3,82.5,no,15-30 min,no,notes,59.3,39.6,37.3,47.6,e
14589,15,male,private,graduate,1.3,63.0,yes,30-60 min,no,textbook,26.7,39.7,8.6,28.7,f
14590,18,other,public,no formal,1.4,75.9,yes,>60 min,yes,mixed,41.4,42.6,50.0,41.2,e
14591,19,other,private,post graduate,6.9,94.9,yes,15-30 min,yes,group study,86.9,100.0,100.0,98.4,a
14592,16,other,private,diploma,1.7,58.9,yes,>60 min,yes,notes,35.3,37.9,53.4,45.3,e
14593,14,female,public,graduate,4.0,86.1,yes,<15 min,yes,notes,63.2,42.4,62.8,56.7,d
14594,15,other,private,post graduate,4.2,78.1,yes,30-60 min,yes,group study,54.2,68.2,79.2,68.0,d
14595,16,other,private,no formal,7.6,80.9,yes,<15 min,no,group study,86.4,75.2,95.7,84.9,c
14596,17,male,private,diploma,6.7,78.6,yes,15-30 min,no,group study,81.0,87.0,82.8,91.4,b
14597,19,male,private,high school,2.1,65.2,yes,<15 min,yes,group study,41.9,63.9,37.7,46.0,e
14598,19,female,public,no formal,7.1,55.9,yes,30-60 min,yes,notes,89.1,77.4,57.0,75.9,c
14599,19,female,private,high school,4.7,78.0,yes,15-30 min,no,group study,67.9,62.6,68.7,67.8,d
14600,14,female,private,graduate,2.9,89.2,yes,15-30 min,yes,group study,64.1,60.2,51.3,54.9,e
14601,17,other,private,high school,3.6,65.3,yes,15-30 min,no,notes,52.7,57.6,75.5,64.3,d
14602,18,male,private,phd,3.6,90.5,yes,>60 min,yes,mixed,67.9,66.9,70.2,69.9,d
14603,14,female,public,diploma,7.6,81.0,yes,15-30 min,yes,notes,100.0,95.9,100.0,95.5,a
14604,17,male,public,phd,3.4,56.8,yes,>60 min,no,coaching,35.8,43.9,42.2,40.0,f
14605,17,female,private,diploma,2.2,56.0,yes,30-60 min,yes,textbook,39.0,37.7,49.7,46.0,e
14606,16,female,public,no formal,1.9,67.2,yes,15-30 min,no,mixed,57.3,59.5,50.7,46.0,e
